Voltage_0,Voltage_1
2,
100,100
20-10-23,20-10-23
06:49.3,06:49.3
Volts,Volts
Time,Time
3.00E-01,3.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.13209,0.91951
0.133702,0.919832
0.132735,0.922088
0.133057,0.923378
0.132413,0.924989
0.134024,0.93208
0.135636,0.939171
0.137247,0.94594
0.135313,0.950452
0.134346,0.953031
0.133702,0.952709
0.134346,0.962056
0.13338,0.955932
0.135313,0.953353
0.133057,0.949485
0.134024,0.944973
0.13209,0.938849
0.134346,0.930469
0.132735,0.914998
0.13338,0.909518
0.134991,0.905006
0.135958,0.903072
0.135313,0.901783
0.136603,0.903394
0.134024,0.905973
0.134024,0.919832
0.133702,0.919188
0.132735,0.926923
0.134669,0.934337
0.134024,0.941428
0.134669,0.946907
0.135313,0.943684
0.13338,0.941105
0.135958,0.939816
0.137892,0.93627
0.136603,0.931113
0.133702,0.924022
0.135636,0.918543
0.136603,0.911774
0.135958,0.917898
0.135313,0.90565
0.135958,0.904039
0.135313,0.904039
0.135958,0.907584
0.135958,0.912741
0.13628,0.909196
0.137892,0.915964
0.135958,0.924345
0.136603,0.931758
0.138214,0.939171
0.137247,0.945295
0.13757,0.948196
0.136925,0.948196
0.135958,0.950452
0.135958,0.945295
0.136603,0.940138
0.137892,0.934981
0.13757,0.929502
0.135958,0.925634
0.136603,0.913064
0.135958,0.907584
0.136925,0.90565
0.139181,0.904361
0.137892,0.906617
0.137247,0.910163
0.135958,0.91532
0.137247,0.927568
0.140148,0.933047
0.137247,0.942394
0.13628,0.95013
0.13757,0.956899
0.138214,0.961411
0.138859,0.9627
0.137892,0.950775
0.137892,0.947874
0.135313,0.942717
0.139181,0.936593
0.14176,0.930469
0.139181,0.924667
0.137892,0.921444
0.138214,0.919188
0.13757,0.921444
0.139181,0.92789
0.135636,0.934981
0.137247,0.943039
0.14047,0.952386
0.13628,0.960122
0.139826,0.957221
0.13757,0.961411
0.137892,0.964312
0.138214,0.96399
0.140793,0.961734
0.139504,0.95851
0.138859,0.951742
0.140148,0.943684
0.13757,0.943039
0.13757,0.928857
0.139826,0.920477
0.136603,0.913708
0.138214,0.908551
,
2,
100,100
20-10-23,20-10-23
06:49.4,06:49.4
Volts,Volts
Time,Time
4.00E-01,4.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.137892,0.90565
0.13757,0.901783
0.137892,0.892435
0.137247,0.894369
0.139181,0.897915
0.140793,0.903394
0.14176,0.909196
0.136925,0.915964
0.138859,0.923378
0.138537,0.93627
0.139504,0.938527
0.138859,0.943361
0.138214,0.945618
0.13757,0.94594
0.138859,0.944651
0.134669,0.933692
0.138859,0.925956
0.14176,0.919832
0.139826,0.91532
0.14047,0.90984
0.139826,0.906617
0.14047,0.903716
0.138537,0.902749
0.139181,0.90565
0.139504,0.91113
0.131123,0.916287
0.14047,0.922088
0.140148,0.928857
0.139826,0.936593
0.138859,0.932725
0.139504,0.937882
0.140148,0.940461
0.141115,0.94175
0.142082,0.940783
0.139826,0.939171
0.144338,0.934659
0.139181,0.928857
0.140793,0.925634
0.14047,0.919832
0.138859,0.91532
0.140793,0.913386
0.139504,0.912741
0.138859,0.914031
0.14047,0.907584
0.140148,0.911452
0.143694,0.919188
0.142082,0.926601
0.14176,0.93337
0.142404,0.939816
0.141115,0.945618
0.141115,0.949485
0.140793,0.953676
0.141115,0.957221
0.140793,0.957866
0.14047,0.956254
0.141115,0.95432
0.139826,0.95013
0.14047,0.939171
0.138859,0.930791
0.139504,0.925956
0.142404,0.921444
0.14176,0.917576
0.14176,0.916287
0.141115,0.914675
0.141437,0.916287
0.139504,0.923378
0.142082,0.931113
0.14176,0.940138
0.142404,0.948196
0.14047,0.955609
0.141437,0.960122
0.141437,0.956254
0.14176,0.953676
0.14176,0.95013
0.143049,0.943361
0.146272,0.937237
0.144983,0.928857
0.142404,0.922088
0.142082,0.91532
0.142404,0.921444
0.143371,0.90984
0.14176,0.907907
0.14176,0.90984
0.14176,0.912741
0.142727,0.918865
0.144338,0.918865
0.142404,0.924989
0.142404,0.934981
0.144016,0.944328
0.14595,0.952064
0.144016,0.956899
0.144661,0.957866
0.14595,0.954643
0.143371,0.960767
0.144016,0.948841
0.143371,0.940783
0.143694,0.935303
0.143049,0.930469
0.144983,0.927246
0.144983,0.922411
,
2,
100,100
20-10-23,20-10-23
06:49.5,06:49.5
Volts,Volts
Time,Time
5.00E-01,5.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.144338,0.914031
0.144983,0.915642
0.146917,0.918865
0.146917,0.924989
0.145628,0.934981
0.149495,0.946907
0.144661,0.959477
0.147884,0.978816
0.146917,0.987519
0.147561,0.999767
0.145305,1.007825
0.146594,1.012337
0.146917,1.013627
0.147561,1.011048
0.147561,1.006213
0.146917,0.991064
0.147884,0.98623
0.148528,0.98075
0.149495,0.975271
0.149818,0.971725
0.149818,0.970436
0.15014,0.973015
0.148528,0.979461
0.150462,1.000734
0.148851,0.999767
0.150785,1.003957
0.146594,1.007503
0.150785,1.010081
0.149818,1.012015
0.150462,1.014271
0.150462,1.013304
0.149818,1.011048
0.151752,1.01556
0.154975,1.021362
0.154652,1.027809
0.155297,1.031999
0.154652,1.034255
0.15433,1.032321
0.154652,1.026519
0.154975,1.017494
0.155942,1.013627
0.155619,0.999122
0.156264,0.987519
0.154652,0.978816
0.157231,0.974304
0.156264,0.975271
0.154975,0.981717
0.158198,0.982039
0.159165,0.991709
0.158843,1.001056
0.161421,1.007825
0.163033,1.011048
0.161743,1.01266
0.163677,1.012015
0.163677,1.01137
0.161099,1.009114
0.164967,1.018139
0.166578,1.007825
0.1669,1.003957
0.164,1.002668
0.167867,0.999767
0.168834,0.996221
0.170124,0.991064
0.171091,0.981395
0.171735,0.974626
0.173024,0.97237
0.172702,0.971403
0.173347,0.971081
0.17657,0.973015
0.175925,0.977849
0.177859,0.986552
0.178504,0.997833
0.179148,1.02104
0.181082,1.02523
0.183016,1.03361
0.181727,1.037478
0.183661,1.036511
0.185272,1.027486
0.184305,1.014916
0.186884,0.997188
0.187206,0.970114
0.188173,0.951742
0.192686,0.93756
0.193975,0.925956
0.19462,0.918543
0.195909,0.914675
0.194942,0.914353
0.197843,0.923055
0.197843,0.924667
0.199454,0.935626
0.196876,0.944973
0.201388,0.953998
0.201711,0.961734
0.204611,0.965601
0.202033,0.955932
0.205901,0.948196
0.208157,0.940783
0.206868,0.93337
0.213314,0.926923
0.212669,0.922411
,
2,
100,100
20-10-23,20-10-23
06:49.6,06:49.6
Volts,Volts
Time,Time
6.00E-01,6.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.214603,0.921444
0.216537,0.922411
0.216537,0.936915
0.218471,0.938849
0.21976,0.95013
0.218149,0.964634
0.218793,0.982039
0.222339,1.003312
0.22395,1.023618
0.22395,1.031676
0.226529,1.050048
0.228141,1.066809
0.229752,1.079379
0.232331,1.08647
0.230397,1.088404
0.232331,1.084214
0.235554,1.071644
0.235231,1.051982
0.237488,1.02523
0.237165,1.008792
0.239422,0.975271
0.240711,0.955287
0.239744,0.941105
0.242967,0.933047
0.243289,0.926923
0.249091,0.924667
0.247802,0.914998
0.245223,0.916931
0.25038,0.919188
0.253281,0.920477
0.253926,0.923378
0.254893,0.924667
0.254248,0.92789
0.256504,0.929502
0.258761,0.931758
0.259405,0.93208
0.252959,0.929179
0.260694,0.923378
0.261984,0.915964
0.262628,0.907584
0.262951,0.88889
0.265207,0.882766
0.269397,0.879543
0.270364,0.880187
0.270042,0.884055
0.270364,0.889534
0.273587,0.897592
0.273265,0.917898
0.275843,0.923378
0.275521,0.934337
0.276488,0.944651
0.277133,0.952064
0.279389,0.957543
0.280356,0.957543
0.282612,0.943039
0.284868,0.934337
0.284868,0.922733
0.288091,0.91113
0.287124,0.901138
0.287447,0.893402
0.289381,0.887601
0.288414,0.895658
0.288414,0.887278
0.292604,0.88889
0.291959,0.895658
0.295827,0.905006
0.293893,0.920799
0.293893,0.931758
0.295182,0.950775
0.297116,0.973337
0.298406,0.993965
0.301951,1.010726
0.300017,1.019428
0.302918,1.021362
0.301951,1.015883
0.30324,1.00299
0.30743,0.998155
0.306141,0.972692
0.307108,0.953353
0.305174,0.935948
0.308075,0.920799
0.30743,0.909518
0.306141,0.899526
0.30872,0.888568
0.310009,0.88889
0.311943,0.890501
0.317744,0.894047
0.317744,0.898882
0.314199,0.904361
0.314844,0.910485
0.316455,0.919188
0.316778,0.928857
0.316455,0.935948
0.318389,0.939171
0.315488,0.939494
0.316778,0.93627
0.32129,0.922088
0.321935,0.914031
0.320968,0.905973
0.322902,0.897915
,
2,
100,100
20-10-23,20-10-23
06:49.7,06:49.7
Volts,Volts
Time,Time
7.00E-01,7.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.321612,0.889534
0.322579,0.880187
0.324835,0.873741
0.324513,0.875353
0.32548,0.871162
0.326125,0.871485
0.323546,0.875675
0.328059,0.881477
0.326769,0.890179
0.326447,0.889857
0.325802,0.90146
0.330315,0.913708
0.330315,0.926923
0.329993,0.938849
0.330637,0.948841
0.330637,0.956576
0.332571,0.959477
0.329993,0.961089
0.331926,0.958188
0.334183,0.953676
0.334827,0.947874
0.334183,0.944006
0.334505,0.942072
0.334827,0.936915
0.33805,0.939816
0.331604,0.947552
0.337083,0.956576
0.339984,0.965279
0.339017,0.972048
0.340629,0.976882
0.341274,0.977527
0.33805,0.971403
0.342563,0.963023
0.341596,0.949808
0.340951,0.934337
0.341274,0.920155
0.343207,0.907262
0.342885,0.899849
0.344497,0.882766
0.344819,0.878253
0.346753,0.87503
0.350943,0.874386
0.349009,0.874708
0.347398,0.87922
0.349976,0.884377
0.349009,0.898559
0.349009,0.90146
0.346431,0.910163
0.348365,0.915964
0.350621,0.921766
0.352555,0.92789
0.352232,0.924667
0.349009,0.9237
0.351588,0.923055
0.355778,0.920799
0.358356,0.919832
0.359001,0.919188
0.354489,0.918221
0.355456,0.915642
0.356745,0.917898
0.356745,0.912419
0.358679,0.910485
0.357389,0.907907
0.359646,0.905328
0.357712,0.902105
0.359646,0.890501
0.362546,0.888568
0.362869,0.888568
0.365447,0.890824
0.363513,0.893402
0.363513,0.897915
0.366414,0.902105
0.363836,0.918865
0.361902,0.914998
0.36448,0.920155
0.369315,0.920477
0.366414,0.916931
0.36867,0.913386
0.366092,0.900816
0.367381,0.891791
0.36996,0.886634
0.368993,0.88341
0.368993,0.88051
0.36996,0.882121
0.369637,0.885022
0.370927,0.899526
0.371894,0.903394
0.372861,0.910163
0.373828,0.918865
0.372861,0.925956
0.372861,0.929824
0.372216,0.930146
0.371571,0.91951
0.375439,0.917254
0.375439,0.913386
0.376406,0.907584
0.376084,0.901138
0.374795,0.895981
0.378018,0.892113
0.377695,0.892113
,
2,
100,100
20-10-23,20-10-23
06:49.8,06:49.8
Volts,Volts
Time,Time
8.00E-01,8.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.376406,0.891146
0.375439,0.892113
0.378662,0.895336
0.379307,0.901783
0.377695,0.910485
0.381563,0.90984
0.377373,0.919188
0.381241,0.92789
0.384464,0.936915
0.381563,0.943684
0.385431,0.944651
0.385431,0.943039
0.385753,0.943684
0.381885,0.93208
0.386076,0.928213
0.38253,0.922411
0.386076,0.916609
0.387365,0.910163
0.383497,0.905973
0.387365,0.892435
0.384464,0.890179
0.388009,0.889857
0.390588,0.892113
0.387687,0.896625
0.389621,0.902749
0.388009,0.908229
0.394134,0.924667
0.388654,0.91951
0.391555,0.921444
0.39091,0.922411
0.391555,0.922733
0.393489,0.921766
0.394134,0.91532
0.391877,0.909518
0.395745,0.90565
0.393489,0.900171
0.398968,0.892113
0.397679,0.88341
0.396712,0.871485
0.395423,0.864071
0.39639,0.855369
0.398646,0.847956
0.397357,0.845055
0.395745,0.844732
0.398646,0.8486
0.395423,0.845055
0.40058,0.85408
0.399613,0.863749
0.401224,0.874386
0.404448,0.884377
0.402836,0.89308
0.403158,0.900493
0.404125,0.907262
0.405092,0.912419
0.398001,0.913064
0.401547,0.913708
0.406382,0.913064
0.408638,0.91113
0.406704,0.897915
0.406382,0.894369
0.409927,0.890824
0.410572,0.886956
0.411539,0.884055
0.409605,0.881799
0.414117,0.881154
0.409605,0.8847
0.411861,0.888568
0.407993,0.894047
0.410894,0.900816
0.411539,0.907262
0.411216,0.911774
0.411216,0.909196
0.414117,0.914998
0.414117,0.919832
0.41863,0.923055
0.414439,0.924667
0.414117,0.922411
0.417018,0.918543
0.414439,0.921122
0.416373,0.911774
0.414762,0.907262
0.414117,0.904361
0.415084,0.902105
0.416051,0.902105
0.418307,0.89727
0.415084,0.896303
0.415729,0.899204
0.416051,0.900816
0.417018,0.901783
0.420241,0.902749
0.417663,0.903072
0.419274,0.903394
0.41734,0.908873
0.417663,0.905328
0.420241,0.904683
0.421208,0.905006
0.415729,0.904683
0.415406,0.903716
0.416051,0.895014
0.417018,0.895658
,
2,
100,100
20-10-23,20-10-23
06:49.9,06:49.9
Volts,Volts
Time,Time
9.00E-01,9.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.421208,0.898237
0.423787,0.900171
0.418307,0.905006
0.419919,0.908229
0.42282,0.90984
0.421853,0.916931
0.423787,0.912741
0.422175,0.911452
0.417663,0.911774
0.418307,0.913708
0.41863,0.916931
0.419919,0.918221
0.420241,0.913064
0.422497,0.913386
0.419597,0.912741
0.419919,0.91113
0.419919,0.908551
0.418952,0.906617
0.419597,0.902105
0.418952,0.907907
0.420563,0.899204
0.419274,0.900171
0.418952,0.899526
0.419597,0.900171
0.419597,0.899204
0.419597,0.889534
0.416373,0.889534
0.418307,0.891791
0.420241,0.895658
0.419597,0.900171
0.419274,0.90565
0.420563,0.91113
0.419919,0.921766
0.419597,0.923055
0.422497,0.924022
0.418307,0.924022
0.419597,0.920799
0.418307,0.914353
0.417985,0.904039
0.417663,0.882443
0.41863,0.873419
0.417663,0.866972
0.422175,0.861493
0.419274,0.860204
0.41863,0.861815
0.417018,0.873741
0.412183,0.877609
0.419597,0.885667
0.416373,0.896625
0.416051,0.90694
0.41734,0.914675
0.417663,0.911452
0.416696,0.909196
0.417663,0.906295
0.416051,0.900816
0.415406,0.891791
0.417018,0.882443
0.415084,0.873419
0.417985,0.872774
0.417985,0.866005
0.417985,0.864716
0.416696,0.866972
0.415729,0.871162
0.416373,0.877931
0.416051,0.876642
0.416373,0.885989
0.413795,0.896948
0.417985,0.908229
0.415406,0.918543
0.417018,0.927246
0.416696,0.931113
0.419274,0.941105
0.418952,0.936593
0.416696,0.931758
0.414439,0.924989
0.415406,0.918865
0.421208,0.912097
0.416051,0.904039
0.414762,0.890824
0.414762,0.886634
0.415729,0.884055
0.418307,0.882766
0.416051,0.881477
0.417663,0.880832
0.415084,0.88051
0.417663,0.882766
0.415729,0.886311
0.411216,0.890501
0.414117,0.894047
0.414762,0.899526
0.414439,0.902105
0.414117,0.899849
0.41315,0.907262
0.414762,0.913708
0.414117,0.917576
0.412506,0.920155
0.412506,0.920155
0.416051,0.918543
0.41734,0.91951
0.413472,0.907262
,
2,
100,100
20-10-23,20-10-23
06:50.0,06:50.0
Volts,Volts
Time,Time
1.00E+00,1.00E+00
0.001,0.001
,
Voltage,Voltage_0
0.414439,0.897915
0.413795,0.887278
0.413472,0.879865
0.411539,0.875353
0.412183,0.863104
0.413795,0.864716
0.414439,0.867617
0.416373,0.873741
0.415406,0.879865
0.412183,0.885667
0.41315,0.890179
0.412506,0.894692
0.410894,0.900493
0.411539,0.899849
0.410894,0.897915
0.415406,0.895336
0.412183,0.889857
0.409927,0.879865
0.40896,0.877931
0.412183,0.876964
0.411861,0.875997
0.412506,0.874708
0.409282,0.873741
0.410572,0.878253
0.409927,0.878253
0.408315,0.883733
0.408638,0.890824
0.410572,0.901138
0.409605,0.914031
0.408638,0.922411
0.409605,0.931436
0.411539,0.946262
0.410572,0.957543
0.412183,0.965601
0.412506,0.968502
0.412828,0.964312
0.408638,0.953031
0.406704,0.940783
0.410249,0.923055
0.410249,0.908873
0.407026,0.896948
0.407026,0.889534
0.410572,0.885989
0.408638,0.877286
0.409927,0.874063
0.408315,0.877286
0.410894,0.883088
0.412183,0.890824
0.409927,0.898237
0.409282,0.904361
0.407348,0.914353
0.407348,0.918543
0.410249,0.919188
0.406059,0.919188
0.406059,0.916609
0.408315,0.913386
0.407348,0.908229
0.408638,0.890501
0.405092,0.88341
0.406382,0.875675
0.405737,0.870518
0.406382,0.869551
0.406059,0.869873
0.405415,0.87922
0.407671,0.88341
0.405737,0.891791
0.40477,0.903394
0.404125,0.915642
0.406059,0.926923
0.40477,0.930791
0.403481,0.932403
0.405737,0.932725
0.403803,0.926923
0.406059,0.917898
0.407348,0.905973
0.406704,0.896948
0.402514,0.890179
0.403803,0.888245
0.401869,0.885667
0.398324,0.885989
0.401869,0.885667
0.400902,0.886634
0.398968,0.885022
0.401869,0.878898
0.40058,0.882443
0.402514,0.887923
0.399935,0.895981
0.400902,0.904361
0.400902,0.914031
0.399291,0.920799
0.399291,0.93208
0.399935,0.93627
0.399935,0.940138
0.397357,0.940138
0.396712,0.937882
0.400902,0.934981
0.397357,0.923378
0.395745,0.915642
0.396712,0.91113
0.397679,0.907584
,
2,
100,100
20-10-23,20-10-23
06:50.1,06:50.1
Volts,Volts
Time,Time
1.10E+00,1.10E+00
0.001,0.001
,
Voltage,Voltage_0
0.39639,0.906617
0.398968,0.906295
0.396712,0.90565
0.398001,0.90565
0.394456,0.908229
0.40058,0.910807
0.390588,0.910807
0.397034,0.913386
0.391877,0.916287
0.394456,0.920477
0.393811,0.912741
0.393489,0.914353
0.397357,0.913064
0.3951,0.909196
0.390588,0.905006
0.390266,0.900493
0.394778,0.895336
0.391555,0.904683
0.391555,0.896625
0.391877,0.90146
0.389943,0.90565
0.391233,0.91113
0.388332,0.917576
0.391877,0.915964
0.384786,0.924345
0.390266,0.933692
0.392522,0.942717
0.388976,0.949163
0.388654,0.955932
0.388332,0.962378
0.388976,0.965279
0.387365,0.973659
0.388654,0.961089
0.387687,0.952064
0.388009,0.939171
0.388009,0.926923
0.387043,0.914353
0.385753,0.896303
0.385753,0.884055
0.385109,0.876642
0.38672,0.871485
0.387043,0.868262
0.385109,0.868584
0.386076,0.871485
0.384464,0.887601
0.382852,0.888245
0.38253,0.899526
0.384142,0.912097
0.382208,0.922733
0.382852,0.931113
0.380596,0.928857
0.381241,0.934014
0.381563,0.935626
0.383175,0.934337
0.383175,0.930469
0.383497,0.924667
0.381241,0.917898
0.380274,0.909196
0.381563,0.904039
0.379952,0.900493
0.377051,0.898237
0.379629,0.898882
0.381885,0.902749
0.378018,0.906617
0.377051,0.903716
0.377373,0.912419
0.379629,0.921122
0.38253,0.931758
0.378662,0.94175
0.378018,0.951419
0.37834,0.95851
0.378018,0.975915
0.379307,0.970114
0.377051,0.96818
0.374795,0.963667
0.375117,0.955287
0.376084,0.944973
0.373505,0.930146
0.374472,0.917254
0.375761,0.911774
0.376084,0.908551
0.374795,0.907584
0.374795,0.907584
0.374795,0.908229
0.376084,0.910807
0.376728,0.922088
0.369637,0.922088
0.371571,0.930469
0.370927,0.938204
0.369637,0.947229
0.373183,0.953676
0.372538,0.948196
0.371249,0.943361
0.370282,0.938527
0.372538,0.931113
0.375761,0.925312
0.374795,0.918865
0.371894,0.914675
0.371571,0.913064
0.369637,0.923378
,
2,
100,100
20-10-23,20-10-23
06:50.2,06:50.2
Volts,Volts
Time,Time
1.20E+00,1.20E+00
0.001,0.001
,
Voltage,Voltage_0
0.36996,0.920477
0.371894,0.927568
0.36996,0.93627
0.368993,0.944973
0.36996,0.953676
0.367704,0.951097
0.366414,0.953676
0.36867,0.958188
0.368348,0.963667
0.372216,0.968502
0.369315,0.972048
0.368026,0.973337
0.366414,0.970114
0.370282,0.967213
0.367059,0.95432
0.366414,0.944973
0.36158,0.934981
0.36867,0.925956
0.367381,0.920155
0.365447,0.915964
0.365447,0.904683
0.366414,0.905328
0.36577,0.907584
0.369315,0.912741
0.363513,0.917898
0.366737,0.924989
0.369637,0.931113
0.364158,0.948841
0.366092,0.946262
0.366092,0.949485
0.364158,0.950452
0.363836,0.950775
0.364803,0.947874
0.364803,0.945295
0.368026,0.929502
0.363191,0.924667
0.366414,0.919832
0.366092,0.916931
0.364158,0.918221
0.362546,0.921766
0.365447,0.928535
0.36158,0.949163
0.362869,0.953998
0.363836,0.966891
0.365447,0.979139
0.361257,0.988486
0.362869,0.997833
0.362546,1.004602
0.362224,0.997511
0.359323,0.994288
0.362224,0.988808
0.361257,0.979783
0.36158,0.968824
0.364158,0.95851
0.362869,0.948518
0.36448,0.939171
0.362869,0.940461
0.361257,0.926279
0.361257,0.921122
0.358356,0.916287
0.36029,0.914031
0.359646,0.912741
0.358034,0.903716
0.360613,0.908229
0.361902,0.914675
0.359968,0.924345
0.355778,0.934981
0.361257,0.947552
0.360935,0.958188
0.357712,0.967213
0.359646,0.967213
0.358356,0.964957
0.354811,0.95851
0.361257,0.952064
0.359001,0.946585
0.357389,0.944973
0.359323,0.934659
0.357067,0.934014
0.359968,0.934981
0.359001,0.934981
0.3561,0.933692
0.357712,0.931113
0.356745,0.927568
0.356422,0.928857
0.358034,0.929824
0.358679,0.930469
0.356745,0.933047
0.355133,0.935948
0.355133,0.939171
0.355456,0.937882
0.357389,0.933692
0.354489,0.93627
0.359323,0.937882
